term;property;content;id;definition
;;super-resolution microscope;http://purl.obolibrary.org/obo/ERO_0001946;A microscope that uses light to capture images with a higher resolution than the diffraction limit
;;spinning-disk confocal microscope;http://purl.obolibrary.org/obo/OBI_0001055;A confocal microscope that uses a Nipkow disk, a mechanical, geometrically operating image scanning device.
;;two-photon confocal microscope;http://purl.obolibrary.org/obo/ERO_0000324;A confocal microscope that uses laser-excited autofluorescence and second harmonic signals that can be analyzed to construct a three dimensional, microanatomical, structural image.
;;electron microscope;http://purl.obolibrary.org/obo/OBI_0000990;A microscope that produces an image of an object by targeting it with an electron beam
;;fixed stage microscope;http://purl.obolibrary.org/obo/ERO_0000878;A microscope which contains a small platform on a microscope where the specimen is mounted for examination. Commonly used for electrophysiological research, such as patch clamp experiments on nerve cells, examinations of brain sections, and for measuring electrical signals on cells.
;;scanning electron microscope;http://purl.obolibrary.org/obo/ERO_0000521;An electron microscope that images the sample surface by scanning it with a high-energy beam of electrons in a raster scan pattern. The electrons interact with the atoms that make up the sample producing signals that contain information about the sample's surface topography, composition and other properties such as electrical conductivity.
;OBI_definition source;wikipedia;;
;ERO_definition source;wikipedia;;
;neurolex_definition;An instrument used to obtain a magnified image of small objects and reveal details of structure not otherwise distinguishable.;;
;OBI_definition;A microscope is an instrument which magnifies the view on objects (too small to be viewed by the naked eye) under increased resolution. A microscope can be an optical instrument but also and electronic instrument. There are various kind of optical microscopes, e.g confocal microscope, epifluoresence microscope);;
;ERO_definition;A microscope is an instrument which magnifies the view on objects (too small to be viewed by the naked eye) under increased resolution. A microscope can be an optical instrument but also and electronic instrument. There are various kind of optical microscopes, e.g confocal microscope, epifluoresence microscope);;
;OBI_editor preferred label;microscope;;
;ERO_editor preferred label;microscope;;
;neurolex_label;Microscope;;
;;Microscope;;
;;Microscope;;
;OBI_label;microscope;;
;;microscope;;
;ERO_label;microscope;;
;;microscope;;
;OBI_example of usage;PMID:18466942. A light and transmission electron microscope study of hepatic portal tracts in the rhesus monkey (Macacus rhesus). Tissue Cell. 2008 May 6;;
;ERO_example of usage;PMID:18466942. A light and transmission electron microscope study of hepatic portal tracts in the rhesus monkey (Macacus rhesus). Tissue Cell. 2008 May 6;;
;OBI_id;http://purl.obolibrary.org/obo/OBI_0400169;;
;;http://purl.obolibrary.org/obo/OBI_0400169;;
;ERO_id;http://purl.obolibrary.org/obo/OBI_0400169;;
;;http://purl.obolibrary.org/obo/OBI_0400169;;
;neurolex_id;http://neurolex.org/wiki/Birnlex_2106;;
;;http://neurolex.org/wiki/Category-3AMicroscope;;
;;http://neurolex.org/wiki/Nlx_57599;;
;provenance;ant1b_test;;
laboratory;neurolex_related;Laboratory portal;http://neurolex.org/wiki/Birnlex_2370;A portal where either the aggregated resources are restricted to those describing or associated with a specific laboratory or access to the portal is limited to members of that laboratory.
;;Resource:WuXi AppTec Laboratory Services;http://neurolex.org/wiki/Category-3AResource-3AWuXi_AppTec_Laboratory_Services;Not yet vetted by NIF curator
;;Resource:UCLA: Laboratory of Neuro Imaging;http://neurolex.org/wiki/Category-3AResource-3AUCLA-3A_Laboratory_of_Neuro_Imaging;"LONI seeks to improve understanding of the brain in health and disease. It is a leader in the development of advanced computational algorithms and scientific approaches for the comprehensive and quantitative mapping of brain structure and function. 

LONI works towards uncovering new knowledge that will lead to better health for everyone by:
* conducting research and building population-based and disease-specific digital brain atlases;
* helping in the training of research investigators; and
* fostering communication of medical information.

Laboratory Director Dr. Arthur W. Toga and his large multi-disciplinary staff have over 15 years of experience in neuroimaging and analyses of brain mapping data. The Laboratory is continually developing, refining and validating neuroimaging strategies that accommodate different data acquisition methods, populations, laboratories and species.

Investigations into brain structure and function require a diverse array of tools to create, analyze, visualize, and interact with models of the brain. The laboratory houses a large super computer, over 50 workstations and a data archival system of over 100 terabytes. The LONI Scientific Visualization Group has a cutting-edge production studio capable of outputting the highest quality video and audio. The wet labs are equipped with state of the art processing equipment for computational neuroanatomy and a suite of optical cameras for functional imaging."
;;Resource:Neural Systems and Graphics Computing Laboratory: Atlas3D Software;http://neurolex.org/wiki/Nif-2D0000-2D10373;" 
Atlas3D is a multi-platform visualization tool which allows import and visualization of 3-D atlas structures in combination with tomographic and histological image data. 
The tool allows visualization and analysis of the reconstructed atlas framework, surface modeling and rotation of selected structures, user-defined slicing at any chosen angle, and import of data produced by the user for merging with the atlas framework. Tomographic image data in NIfTI (Neuroimaging Informatics Technology Initiative) file format, VRML and PNG files can be imported and visualized within the atlas framework. XYZ coordinate lists are also supported. 
Additional, Experimental data can be imported in Atlas3D and warped to atlas space, using manual linear registration, with the possibility to scale, rotate, and position the imported data. This facilitates assignment of location and comparative analysis of signal location in tomographic images. 
Atlases available with the tool: 
- 32 mouse brain structures 3-D reconstructed from The Mouse Brain in Stereotaxic Coordinates by Paxinos & Franklin (2001) 
- 62 rat brain structures 3-D reconstructed from The Rat Brain in Stereotaxic Coordinates by Paxinos & Watson (2005) 
Sponsors: Funded by grants from The Research Council of Norway to J. G. B., T. B. L., and F. W., and grants from the NIH (R01-EB00790, U24-RR021382)."
